claim,subject,predicate,object,object_queried,property_id,confidence,route,mapping_source,kg_result,kg_retrieved,entity_exists,match_direction
Lalla Ward was named Margaret Ward.,Lalla Ward,name,,,,low,semantic_search,none,pending_semantic,,,
Johnny Galecki was in an ABC sitcom.,Johnny Galecki,be,,,,low,semantic_search,none,pending_semantic,,,
Dave Gibbons is an elderly comic book artist.,Dave Gibbons,be,artist,artist,P39,medium,kg_retrieve,rule,not_found,,True,
Bhagat Singh was not a socialist revolutionary.,Bhagat Singh,be,socialist revolutionary,socialist revolutionary,P106,high,kg_exact_match,rule,no_match,,True,
AMGTV is an American family-oriented television network.,AMGTV,be,,,,low,semantic_search,none,pending_semantic,,,
Stanley Williams was an inmate in California.,Stanley Williams,be,inmate,inmate,P39,medium,kg_retrieve,rule,not_found,,True,
Craig David has avoided performing popular music his entire life.,Craig David,avoid,,,,low,semantic_search,none,pending_semantic,,,
Johnny Galecki acted in an ABC sitcom for five years.,Johnny Galecki,act,,,,low,semantic_search,none,pending_semantic,,,
Manmohan Singh was a prime minister in 2009 after the first Prime Minister of India.,Manmohan Singh,be,minister,minister,P106,high,kg_exact_match,rule,no_match,,True,
Bea Arthur was an animal right activist for three decades.,Bea Arthur,be,activist,activist,P106,high,kg_exact_match,rule,no_match,,True,
The current President of Lockheed Martin was born in Brazil.,President,born,Brazil,brazil,P19,high,kg_exact_match,rule,no_match,,False,
Smriti Mandhana was born July 20.,Smriti Mandhana,born,July 20,july 20,P569,high,kg_exact_match,rule,no_match,,True,
Aarhus is the second-smallest city in Denmark.,Aarhus,be,,,,low,semantic_search,none,pending_semantic,,,
Finding Dory was written by Harry S. Truman.,Finding Dory,written_by,,,,low,semantic_search,none,pending_semantic,,,
Jenna Jameson has been a banker.,Jenna Jameson,be,banker,banker,P106,high,kg_exact_match,rule,no_match,,True,
Lizzy Caplan reviewed the television show The Class.,Lizzy Caplan,review,,,,low,semantic_search,none,pending_semantic,,,
Ludwig van Beethoven was part of the classical era.,Ludwig van Beethoven,be,classical era,classical era,P361,high,kg_exact_match,rule,property_not_in_kg,,,
The horse was domesticated on a wide scale by 3000 BC.,horse,domesticate,,,,low,semantic_search,none,pending_semantic,,,
Private lives is a comedy of drugs by Noel Coward.,lives,be,comedy,comedy,P39,medium,kg_retrieve,rule,not_found,,False,
"Chris Kyle was born on June 8, 1974.",Chris Kyle,born,"June 8, 1974",1974-06-08,P569,high,kg_exact_match,rule,no_match,,True,
Sikkim is not a part of the Himalaya.,Sikkim,be,Himalaya,himalaya,P361,high,kg_exact_match,rule,property_not_in_kg,,,
"The Hungarian invasions were ended by Otto I, Holy Roman Emperor.",invasions,end,,,,low,semantic_search,none,pending_semantic,,,
Matthias Corvinus had one of the largest collections of books in Europe during the Renaissance in the 1450's.,Matthias Corvinus,have,,,,low,semantic_search,none,pending_semantic,,,
The World Trade Center opened in NYC.,World Trade Center,open,,,,low,semantic_search,none,pending_semantic,,,
Island Records was founded by an influential Chinese-Jamaican reggae producer name Leslie Kong.,Island Records,founded_by,,,,low,semantic_search,none,pending_semantic,,,
Brad Wilk started his career as a drummer in 2000.,Brad Wilk,start,,,,low,semantic_search,none,pending_semantic,,,
Among the teams in the Atlantic Division of the National Basketball Association's Eastern Conference are the New York Knicks.,,be,,,,low,semantic_search,none,pending_semantic,,,
Caroline Kennedy served as a United States diplomat to Japan.,Caroline Kennedy,served_as,united states diplomat,united states diplomat,P39,medium,kg_retrieve,rule,retrieved,united states ambassador to australia | united states ambassador to japan,,
Jenna Jameson started acting in erotic videos in 1999.,Jenna Jameson,start,,,,low,semantic_search,none,pending_semantic,,,
James Earl Jones was not a voice actor in The Lion King.,James Earl Jones,be,voice actor,voice actor,P106,high,kg_exact_match,rule,match,,,
Andrew Kevin Walker is a cat.,Andrew Kevin Walker,be,cat,cat,P106,high,kg_exact_match,rule,no_match,,True,
Ian Brennan has only ever worked in finance.,Ian Brennan,worked,,,,low,semantic_search,none,pending_semantic,,,
Murda Beatz is north Canadian.,Murda Beatz,be,Canada,canada,P27,high,kg_exact_match,rule,match,,,
Bradley Fuller works for the co-owner of Platinum Dunes.,Bradley Fuller,worked,coowner of Platinum Dunes,coowner of platinum dunes,P463,high,kg_exact_match,rule,property_not_in_kg,,,
Tim Roth's dog's name is Buddy.,Buddy,be,,,,low,semantic_search,none,pending_semantic,,,
Stanley Williams was Catholic.,Stanley Williams,be,catholic,catholic,P106,high,kg_exact_match,rule,no_match,,True,
Carlos Santana is Guatemalan and Canadian.,Carlos Santana,be,guatemalan,guatemalan,P106,high,kg_exact_match,rule,no_match,,True,
Roswell was directed by Jason Katims.,Roswell,directed_by,,,,low,semantic_search,none,pending_semantic,,,
Taran Killam isn't a writer.,Taran Killam,be,writer,writer,P106,high,kg_exact_match,rule,match,,,
Chris Kyle was a cook.,Chris Kyle,be,cook,cook,P106,high,kg_exact_match,rule,no_match,,True,
Janelle Monáe is American born in Wisconsin.,Janelle Monáe,born,Wisconsin,wisconsin,P19,high,kg_exact_match,rule,no_match,,True,
Rick Yune was on an HBO show.,Rick Yune,be,,,,low,semantic_search,none,pending_semantic,,,
"NRG Recording Studios is located in Venice, California.",NRG Recording Studios,locate,Venice,venice,P159,high,kg_exact_match,rule,no_match,,True,
"""I Want You Back"" was released by Mel B.",,i want you back,,,,low,semantic_search,none,pending_semantic,,,
Tijuana is located 30 miles outside of the Tijuana metropolitan area.,Tijuana,locate,,,,low,semantic_search,none,pending_semantic,,,
Aleister Crowley was born in 1875.,Aleister Crowley,born,1875,1875,P569,high,kg_exact_match,rule,no_match,,True,
Sebastian Stan was nominated for a Critics' Choice Television Award.,Sebastian Stan,nominate,,,,low,semantic_search,none,pending_semantic,,,
Robert Palmer (writer) played the violin in a band.,Robert Palmer,appositive,,,P106,high,kg_exact_match,rule,skip_missing_fields,,,
Baz Luhrmann has a 2008 award.,Baz Luhrmann,have,,,,low,semantic_search,none,pending_semantic,,,
José Ferrer won a marathon in 1947.,José Ferrer,won,marathon,marathon,P166,high,kg_exact_match,rule,property_not_in_kg,,,
Shawn Carlson is only a chemist.,Shawn Carlson,be,chemist,chemist,P106,high,kg_exact_match,rule,no_match,,True,
Penélope Cruz bought Mango.,Penélope Cruz,buy,,,,low,semantic_search,none,pending_semantic,,,
Bret Easton Ellis wrote the screenplay for a 2009 film.,Bret Easton Ellis,written_by,Bret Easton Ellis,bret easton ellis,P58,medium,kg_retrieve,semantic_assist,not_found,,True,
John Dolmayan is only a chef.,John Dolmayan,be,chef,chef,P106,high,kg_exact_match,rule,no_match,,True,
Liverpool is outside of the United Kingdom.,Liverpool,be,,,,low,semantic_search,none,pending_semantic,,,
There is a Disney Channel Original called Cadet Kelly.,,be,,,,low,semantic_search,none,pending_semantic,,,
Jack Falahee died in 1989.,Jack Falahee,died,1989,1989,P570,high,kg_exact_match,rule,no_match,,True,
Paramore is retired.,Paramore,retire,,,,low,semantic_search,none,pending_semantic,,,
"Michaela Watkins was born in New York on December 14, 1971.",Michaela Watkins,born,"December 14, 1971",1971-12-14,P569,high,kg_exact_match,rule,match,,,
Aarhus is in the geographical center of Germany.,Aarhus,be,,,,low,semantic_search,none,pending_semantic,,,
Justine Bateman produces.,Justine Bateman,produced,,,,low,semantic_search,none,pending_semantic,,,
Both hosts of Weekly Idol were born in 1983.,hosts,born,1983,1983,P569,high,kg_exact_match,rule,no_match,,False,
Barry Van Dyke is an American actor from California.,Barry Van Dyke,be,actor,actor,P106,high,kg_exact_match,rule,match,,,
Valencia is in America.,Valencia,be,America,america,P131,medium,kg_exact_match,rule,property_not_in_kg,,,
Emma Watson is an actress.,Emma Watson,be,actress,actress,P106,high,kg_exact_match,rule,no_match,,True,
Matthias Corvinus patronized art and science during the European Renaissance.,Matthias Corvinus,patronize,,,,low,semantic_search,none,pending_semantic,,,
Ashton Kutcher was not co-stars with Cameron Diaz.,Ashton Kutcher,be,costars,costars,P39,medium,kg_retrieve,rule,not_found,,True,
"Jeong Hyeong-don is from Seoul, South Korea.",Jeong Hyeong-don,be,Seoul,seoul,P27,high,kg_exact_match,rule,no_match,,True,
Anne Rice lived in Tokyo.,Anne Rice,live,,,,low,semantic_search,none,pending_semantic,,,
Smriti Mandhana cried for the Indian women's cricket team.,Smriti Mandhana,cry,,,,low,semantic_search,none,pending_semantic,,,
Tom DeLonge formed Blink-182 in the 1990s.,Tom DeLonge,formed,,,,low,semantic_search,none,pending_semantic,,,
Trevor Griffiths was born in an outer city area.,Trevor Griffiths,born,,,P19,low,kg_retrieve,rule,retrieved,ancoats,,
Bhagat Singh was a socialist revolutionary leader.,Bhagat Singh,be,,,,low,semantic_search,none,pending_semantic,,,
WGBH-TV is a commercial educational PBS member television station.,WGBH-TV,be,,,,low,semantic_search,none,pending_semantic,,,
Billie Joe Armstrong is an activist.,Billie Joe Armstrong,be,activist,activist,P106,high,kg_exact_match,rule,no_match,,True,
Bad Romance was successful around the 60s.,Bad Romance,be,60s,60s,P39,medium,kg_retrieve,rule,not_found,,True,
"Otto I, Holy Roman Emperor ended the Bulgarian invasions.",Otto I,end,,,,low,semantic_search,none,pending_semantic,,,
Caroline Kennedy is a lawyer.,Caroline Kennedy,be,lawyer,lawyer,P106,high,kg_exact_match,rule,match,,,
"Matthias Corvinus, King of Hungary, established a royal theater troupe between 1458 and 1490.",Matthias Corvinus,founded_by,,,,low,semantic_search,none,pending_semantic,,,
Yale University's alumni includes five billionaires.,Yale University's,include,,,,low,semantic_search,none,pending_semantic,,,
"In 1992, Tom DeLonge formed Blink-182.",Tom DeLonge,formed,,,,low,semantic_search,none,pending_semantic,,,
"In 1986, Miranda Otto began her acting career.",Miranda Otto,begin,,,,low,semantic_search,none,pending_semantic,,,
Tinker Tailor Soldier Spy stars Toby Jones and Tom Cruise.,,stars_in,,,,low,semantic_search,none,pending_semantic,,,
Tom Baker has directed television series.,Tom Baker,directed_by,,,,low,semantic_search,none,pending_semantic,,,
Moonlight's filming began in 2015.,Moonlight,begin,,,,low,semantic_search,none,pending_semantic,,,
Aaron Burr dueled a Secretary of the Treasury.,Aaron Burr,duel,,,,low,semantic_search,none,pending_semantic,,,
"Brazzers is a company based in Montreal, Canada.",Brazzers,be,,,,low,semantic_search,none,pending_semantic,,,
"Diana, Princess of Wales died of old age in Paris on August 31st, 1997.",Diana,died,"August 31st, 1997",1997-08-31,P570,high,kg_exact_match,rule,no_match,,False,
Pakistan contains a portion of the Hindu Kush.,Pakistan,contain,,,,low,semantic_search,none,pending_semantic,,,
Chaka Khan is an artist that only makes pop music.,Chaka Khan,be,music,music,P39,medium,kg_retrieve,rule,not_found,,True,
Aaron Burr's final year of vice presidency was 1804.,Aaron Burr,be,1804,1804,P39,medium,kg_retrieve,rule,retrieved,vice president of the united states | united states senator | attorney general of new york | member of the new york state assembly,,
Poldark does not air on the BBC.,Poldark,air,,,,low,semantic_search,none,pending_semantic,,,
"Taylor Lautner had zero roles in ""What's New, Scooby-Doo?"".",Taylor Lautner,have,,,,low,semantic_search,none,pending_semantic,,,
Viola Davis has played supporting and minor roles in radio and theater.,Viola Davis,played_in,,,,low,semantic_search,none,pending_semantic,,,
Osamu Tezuka only has a father.,Osamu Tezuka,have,,,,low,semantic_search,none,pending_semantic,,,
"Edmund H. North was born in New York on March 12, 1911.",Edmund H. North,born,"March 12, 1911",1911-03-12,P569,high,kg_exact_match,rule,match,,,
Wales was always an industrial nation.,Wales,be,industrial nation,industrial nation,P39,medium,kg_retrieve,rule,not_found,,True,
NRG Recording Studios is a shrub.,NRG Recording Studios,be,,,,low,semantic_search,none,pending_semantic,,,
Victoria Palace Theatre is in the East End.,Victoria Palace Theatre,be,East End,east end,P131,medium,kg_exact_match,rule,property_not_in_kg,,,
Christian Gottlob Neefe was conceived in 1748.,Christian Gottlob Neefe,conceive,,,,low,semantic_search,none,pending_semantic,,,
International students come to the University of Mississippi for 4 years.,students,come,,,,low,semantic_search,none,pending_semantic,,,
New Orleans Pelicans compete the southwest Division of the NBA's Western Conference and have been since 2002.,New Orleans Pelicans,compete,,,,low,semantic_search,none,pending_semantic,,,
David Packouz is a Texan.,David Packouz,be,texan,texan,P106,high,kg_exact_match,rule,no_match,,True,
Mick Thomson was born in Iowa.,Mick Thomson,born,Iowa,iowa,P19,high,kg_exact_match,rule,match,,,
Jens Stoltenberg served as Prime Minister of Westeros.,Jens Stoltenberg,served_as,prime minister,prime minister,P39,medium,kg_retrieve,rule,retrieved,secretary general of nato | general manager | party leader | prime minister of norway | minister of finance of norway,,
January 7 was the date Saturn Corporation was established.,Saturn Corporation,be,established,established,P39,medium,kg_retrieve,rule,not_found,,True,
Creedence Clearwater Revival had Stu Cook on bass for the song Fortunate Son.,Creedence Clearwater Revival,have,,,,low,semantic_search,none,pending_semantic,,,
David Spade starred in Black Sheep and gained acclaim.,Black Sheep,stars_in,David Spade,david spade,P161,medium,kg_retrieve,rule,not_found,,False,
Keith Urban was released by a United States-based record label in 1999.,Keith Urban,released,,,,low,semantic_search,none,pending_semantic,,,
One of the most influential bands of its time is Pearl Jam.,One,be,pearl jam,pearl jam,P39,medium,kg_retrieve,rule,not_found,,False,
James Earl Jones is known for his voice acting.,James Earl Jones,know,,,,low,semantic_search,none,pending_semantic,,,
Damon Albarn's debut album was released in 2010.,Damon Albarn,released,,,,low,semantic_search,none,pending_semantic,,,
Marillyn Hewson is currently the President of Lockheed Martin.,Marillyn Hewson,be,president,president,P106,high,kg_exact_match,rule,no_match,,False,
Murda Beatz is a vegan.,Murda Beatz,be,vegan,vegan,P106,high,kg_exact_match,rule,no_match,,True,
Andrew Kevin Walker is Irish.,Andrew Kevin Walker,be,Ireland,ireland,P27,high,kg_exact_match,rule,no_match,,True,
Mary-Kate Olsen and Ashley Olsen are from the United States.,Ashley Olsen,be,United States,united states,P27,high,kg_exact_match,rule,match,,,
David Spade starred in something.,something,stars_in,David Spade,david spade,P161,medium,kg_retrieve,rule,not_found,,False,
Gal Gadot was ranked behind Esti Ginzburgh for highest earning actress/models in Israel.,Gal Gadot,rank,,,,low,semantic_search,none,pending_semantic,,,
One opera composer was Christian Gottlob Neefe.,opera composer,be,,,,low,semantic_search,none,pending_semantic,,,
Shawn Carlson is American.,Shawn Carlson,be,United States,united states,P27,high,kg_exact_match,rule,match,,,
Liverpool is a place.,Liverpool,be,,,,low,semantic_search,none,pending_semantic,,,
Trevor Griffiths is a writer.,Trevor Griffiths,be,writer,writer,P106,high,kg_exact_match,rule,no_match,,True,
Stadium Arcadium satirized John Frusciante.,Stadium Arcadium,satirize,,,,low,semantic_search,none,pending_semantic,,,
Drake Bell put out A Reminder.,Drake Bell,put,,,,low,semantic_search,none,pending_semantic,,,
Game of Thrones (season 7) involves Tom Cruise.,Game,involve,,,,low,semantic_search,none,pending_semantic,,,
