claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object
Vanisri was uncast from Daag.,Vanisri,be,uncast,uncast,P39,medium,kg_retrieve,rule,,,
XHamster produces Prussian novels.,XHamster,produced,Prussian novels,,,low,semantic_search,none,,produce,
Trevor Griffiths is a fish.,Trevor Griffiths,be,fish,fish,P106,high,kg_exact_match,rule,,,
Marcus Bentley is a British actor.,Marcus Bentley,be,a British actor,,,low,semantic_search,none,,be a british actor,
Bhagat Singh was murdered.,Bhagat Singh,murder,,,,low,semantic_search,none,,murder be,
Creedence Clearwater Revival was not informally abbreviated to CCR.,Clearwater Revival,abbreviate,CCR,CCR,P463,high,kg_exact_match,semantic_assist,,abbreviate to organization be,
Brian Michael Bendis has worked in film at least three times.,Brian Michael Bendis,worked,Brian Michael Bendis,Brian Michael Bendis,P57,medium,kg_retrieve,semantic_assist,,work in film,
WGBH-TV is a non-commercial educational PBS member radio station.,WGBH-TV,be,a noncommercial educational PBS member radio station,,,low,semantic_search,none,,be a noncommercial educational pbs member radio station,
Ernest Medina received an acquittal in 1971.,Ernest Medina,received,an acquittal,acquittal,P166,high,kg_exact_match,rule,,,
Charles Manson is a former leader of the Manson cult.,Charles Manson,be,leader,leader,P39,medium,kg_retrieve,rule,,,
Wales' population rapidly expanded because of the South Wales Coalfield's exploitation.,Wales,expand,,,,low,semantic_search,none,,expand because the south wales coalfield's exploitation,
Tylenol is one of the brands of drugs.,Tylenol,be,one,,,low,semantic_search,none,,be one,
Billie Joe Armstrong is an American farmer.,Billie Joe Armstrong,be,farmer,farmer,P106,high,kg_exact_match,rule,,,
Telemundo is an American wireless network.,Telemundo,be,an American wireless network,,,low,semantic_search,none,,be an american wireless network,
Peking University was founded in 1876.,Peking University,founded_by,,,,low,semantic_search,none,,found in date be,
The World Trade Center was destroyed in September.,World Trade Center,destroy,,,,low,semantic_search,none,,destroy in date be,
Danger UXB is set during the First World War.,UXB,set,,,,low,semantic_search,none,,set during the first world war,
"Simón Bolívar graduated college on July 24th, 1783.",Simón Bolívar,graduate,college,,,low,semantic_search,none,,graduate on date,
Awkward Black Girl is an American comedy club.,Awkward Black Girl,be,comedy club,comedy club,P106,high,kg_exact_match,rule,,,
The current President of Lockheed Martin holds no other positions in the company.,President,hold,no other positions in the company,,,low,semantic_search,none,,hold,
Eva Green made a clothes line.,Eva Green,make,a clothes line,,,low,semantic_search,none,,make,
Meteora is not Linkin Park's second studio album.,Meteora,be,album,album,P39,medium,kg_retrieve,rule,,,
Drake Bell is a songwriter who sings what he's written.,Drake Bell,be,songwriter,songwriter,P106,high,kg_exact_match,rule,,,
Kelly Preston starred in the Titanic movie.,Titanic movie,stars_in,Kelly Preston,Kelly Preston,P161,medium,kg_retrieve,rule,,,
Keith Urban is an Australian country music artist's second studio album.,Keith Urban,be,Australia,Australia,P27,high,kg_exact_match,rule,,,
"Aleister Crowley died on July 1, 1947.",Aleister Crowley,died,"July 1, 1947","July 1, 1947",P570,high,kg_exact_match,rule,,,
Drake Bell released an extended play in 2009.,Drake Bell,released,an extended play,,,low,semantic_search,none,,release in date,
Jenna Jameson has been illustrated.,Jenna Jameson,illustrate,,,,low,semantic_search,none,,illustrate be,
Don Bradman's status as a national icon was recognized after his school years.,Don Bradman,recognize,,,,low,semantic_search,none,,recognize after date be,
Britt Robertson portrayed the role of Mildred Darling.,Britt Robertson,portrayed,the role of Mildred Darling,,,low,semantic_search,none,,portray,
Over half of the University of Mississippi's students are Mississippian.,,be,mississippian,mississippian,P39,medium,semantic_search,rule,,,
Tijuana is on a landmass.,Tijuana,be,,,,low,semantic_search,none,,be on a landmass,
NBC aired Highway to Heaven.,NBC,air,Highway to Heaven,,,low,semantic_search,none,,air,
Anushka Sharma in Jab Tak Hai Jaan.,,anushka sharma,,,,low,semantic_search,none,,anushka sharma in jab tak hai jaan,
Kelly Preston starred in films.,films,stars_in,Kelly Preston,Kelly Preston,P161,medium,kg_retrieve,rule,,,
Telemundo is incapable of being owned by Comcast.,Telemundo,be,incapable of being owned by Comcast,,,low,semantic_search,none,,be incapable of being owned by comcast,
Good over evil is signified spiritually through Diwali.,Good,signify,,,,low,semantic_search,none,,signify through place,
Nestor Carbonell played Richard Alpert in Lost during his presidency.,Lost,played_in,Nestor Carbonell,Nestor Carbonell,P161,medium,kg_retrieve,rule,,,
Martin Van Buren held office.,Martin Van Buren,hold,office,,,low,semantic_search,none,,hold,
Rio's sequel is a 2013 film.,Rio,be,a 2013 film,,,low,semantic_search,none,,be a 2013 film,
Nestor Carbonell only starred in HBO series.,HBO series,stars_in,Nestor Carbonell,Nestor Carbonell,P161,medium,kg_retrieve,rule,,,
There is a French-British actress named Emma Watson.,,be,watson,watson,P39,medium,semantic_search,rule,,,
Eric Church is a communist.,Eric Church,be,communist,communist,P106,high,kg_exact_match,rule,,,
Pearl Jam plays loud music.,Pearl Jam,played_in,loud music,,,low,semantic_search,none,,play,
Aleister Crowley engaged in occultism.,Aleister Crowley,engage,,,,low,semantic_search,none,,engage in occultism,
Joe Rogan moved to Los Angeles.,Joe Rogan,move,,,,low,semantic_search,none,,move to place,
Colin Kaepernick plays for the Patriots.,Colin Kaepernick,played_in,Patriots,Patriots,P463,high,kg_exact_match,semantic_assist,,play for organization,
Keith Urban was released by a record label based in the United States.,Keith Urban,released,,,,low,semantic_search,none,,release be,
Harvard University is defunct.,Harvard University,be,defunct,,,low,semantic_search,none,,be defunct,
Shane McMahon did not wrestle in the main event of multiple WWE pay per views.,Shane McMahon,wrestle,,,,low,semantic_search,none,,wrestle in the main event of multiple wwe pay per views do,
Steve Ditko was a comic cartoonist.,Steve Ditko,be,comic cartoonist,comic cartoonist,P106,high,kg_exact_match,rule,,,
Trollhunters was created for HBO.,Trollhunters,create,HBO,HBO,P463,high,kg_exact_match,semantic_assist,,create for organization be,
Tom Baker is incapable of getting involved with narrating audio books.,Tom Baker,be,incapable,incapable,P39,medium,kg_retrieve,rule,,,
Colin Kaepernick is not a football player.,Colin Kaepernick,be,football player,football player,P106,high,kg_exact_match,rule,,,
"""Artist of the Year"" was a name given to Danny Brown by Metro Times.",Artist of the Year,be,a name given to Danny Brown by Metro Times,,,low,semantic_search,none,,be a name given to danny brown by metro times,
Eva Mendes is a photographer.,Eva Mendes,be,photographer,photographer,P106,high,kg_exact_match,rule,,,
A&E is an American channel.,A&E,be,an American channel,,,low,semantic_search,none,,be an american channel,
Simón Bolívar is known by a nickname.,Simón Bolívar,know,,,,low,semantic_search,none,,know,
Justine Bateman is in the arts.,Justine Bateman,be,,,,low,semantic_search,none,,be in the arts,
Duff McKagan was born on February 5.,Duff McKagan,born,Feb-05,Feb-05,P569,high,kg_exact_match,rule,,,
Mary-Kate Olsen and Ashley Olsen used to be child actresses.,Ashley Olsen,use,,,,low,semantic_search,none,,use be,
Thomas Jefferson worked with James Madison to establish a party.,Thomas Jefferson,worked,,,,low,semantic_search,none,,work with person establish,
Christian Gottlob Neefe was only a train conductor.,Christian Gottlob Neefe,be,conductor,conductor,P106,high,kg_exact_match,rule,,,
Tim McGraw acted in Venezuela.,Tim McGraw,act,,,,low,semantic_search,none,,act in place,
"Bessie Smith lived out her days, from birth to death, on the fields of rural Germany.",Bessie Smith,live,,,,low,semantic_search,none,,live from birth on the fields of rural germany,
Derek Hough has worked.,Derek Hough,worked,,,,low,semantic_search,none,,work,
Moonlight premiered at Wendy's.,Moonlight,premier,,,,low,semantic_search,none,,premier at organization,
No Country for Old Men starred Harrison Ford.,Country,stars_in,Harrison Ford,,,low,semantic_search,none,,star,
"""Love the Way You Lie"" is Eminem's best-selling single.",,be,Eminem's best-selling single,,,low,semantic_search,none,,be eminem's best-selling single love the way you lie,
Vanisri ran in Daag.,Vanisri,run,,,,low,semantic_search,none,,run in place,
A&E serves as the flagship property of America.,A&E,served_as,flagship property,flagship property,P39,medium,kg_retrieve,rule,,,
Yara Shahidi is Chinese.,Yara Shahidi,be,China,China,P27,high,kg_exact_match,rule,,,
Eva Green made her film debut in 2003 in the movie Twilight.,Eva Green,make,,,,low,semantic_search,none,,make in the movie twilight,
"Otto I, Holy Roman Emperor defeated the allegations.",Otto I,defeat,the allegations,,,low,semantic_search,none,,defeat,
Larry Wilmore is Catholic.,Larry Wilmore,be,catholic,catholic,P106,high,kg_exact_match,rule,,,
"Baz Luhrmann's film Australia stars an Australian actor, singer, and pet owner.",Baz Luhrmann's,stars_in,"an Australian actor, singer, and pet owner",,,low,semantic_search,none,,star,
Chaka Khan is a finger painting artist.,Chaka Khan,be,a finger painting artist,,,low,semantic_search,none,,be a finger painting artist,
Princess Mononoke has a dark setting that takes place in Germany.,Mononoke,have,a dark setting that takes place in Germany,,,low,semantic_search,none,,have,
Stephen Colbert refuses to host talk shows.,Stephen Colbert,refuse,,,,low,semantic_search,none,,refuse host,
Eddie Guerrero experienced drug addiction.,Eddie Guerrero,experience,drug addiction,,,low,semantic_search,none,,experience,
Noel Fisher portrayed a fictional character.,Noel Fisher,portrayed,a fictional character,,,low,semantic_search,none,,portray,
Sikkim is host to the highest peak in China.,Sikkim,be,host,host,P106,high,kg_exact_match,rule,,,
Shane McMahon worked for WWE.,Shane McMahon,worked,WWE,WWE,P463,high,kg_exact_match,rule,,,
XHamster produces a work.,XHamster,produced,a work,,,low,semantic_search,none,,produce,
The Late Show with Stephen Colbert is hosted by Stephen Colbert.,Late Show,host,,,,low,semantic_search,none,,host,
"Ludwig van Beethoven was born in Bonn, in present day Germany.",Ludwig van Beethoven,born,Bonn,Bonn,P19,high,kg_exact_match,rule,,,
L.A. Reid has served as the CEO of an American record label owned by Christopher Hitchens.,L.A. Reid,served_as,chief executive officer,chief executive officer,P39,medium,kg_retrieve,rule,,,
Wentworth Miller made his screenwriting debut with the Spring Stoker.,Wentworth Miller,make,his screenwriting debut,,,low,semantic_search,none,,make with place,
Danger UXB is a British television series.,UXB,be,a British television series,,,low,semantic_search,none,,be a british television series,
The Lincoln-Douglas debates happened outside of Quincy.,Douglas debates,happen,,,,low,semantic_search,none,,happen,
Scotty Moore was a vegan.,Scotty Moore,be,vegan,vegan,P106,high,kg_exact_match,rule,,,
Randy Savage has a high voice.,Randy Savage,have,a high voice,,,low,semantic_search,none,,have,
The Millers aired on NBC.,Millers,air,,,,low,semantic_search,none,,air on organization,
Eric Church is a person.,Eric Church,be,person,person,P106,high,kg_exact_match,rule,,,
The White House Press Secretary's primary responsibility is to be a spokesperson.,Press Secretary,be,,,,low,semantic_search,none,,be,
Victoria Palace Theatre is opposite Victoria Station.,Victoria Palace Theatre,be,,,,low,semantic_search,none,,be opposite person,
Instagram has Kendall Jenner on it.,Instagram,have,Kendall Jenner,,,low,semantic_search,none,,have on it,
Marjorie Gross wrote for American sitcoms.,Marjorie Gross,written_by,,,,low,semantic_search,none,,write for american sitcoms,
Mick Thomson is a drummer.,Mick Thomson,be,drummer,drummer,P106,high,kg_exact_match,rule,,,
Awkward Black Girl is a series on the Internet.,Awkward Black Girl,be,series,series,P39,medium,kg_retrieve,rule,,,
The Chrysler Building is 20 meters tall.,Chrysler Building,be,20 meters tall,,,low,semantic_search,none,,be 20 meters tall,
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world in 1998.,Oscar de la Hoya,be,fighter,fighter,P39,medium,kg_retrieve,rule,,,
Colin Kaepernick is a person.,Colin Kaepernick,be,person,person,P106,high,kg_exact_match,rule,,,
Smriti Mandhana plays for the Indian men's cricket team.,Smriti Mandhana,played_in,,,,low,semantic_search,none,,play for the indian men's cricket team,
A&E has always been called A&E.,A&E,call,A&E.,,,low,semantic_search,none,,call a&e. be,
Bullitt is an American drama and thriller from 1968 directed by Peter Yates.,Bullitt,be,United States,United States,P27,high,kg_exact_match,rule,,,
Thomas Jefferson retired from the presidency.,Thomas Jefferson,retire,,,,low,semantic_search,none,,retire from the presidency,
"""I Feel for You"" by Chaka Khan was released five years after 1984.",,i feel for you,,,,low,semantic_search,none,,i feel for you by person release,
Anne Rice lived in the southwestern US.,Anne Rice,live,,,,low,semantic_search,none,,live in place,
"Alice Cooper is a singer, songwriter and actor.",Alice Cooper,be,actor,actor,P106,high,kg_exact_match,rule,,,
Ripon College has existed since at least 1924.,Ripon College,exist,,,,low,semantic_search,none,,exist since date,
Kelly Preston was not in The Cat in the Hat.,Kelly Preston,be,,,,low,semantic_search,none,,be in the cat in the hat,
Shawn Carlson was born in 1860.,Shawn Carlson,born,1860,1860,P569,high,kg_exact_match,rule,,,
Princess Mononoke is a film.,Mononoke,be,film,film,P106,high,kg_exact_match,rule,,,
Tim McGraw had a supporting role in the Watergate scandal.,Tim McGraw,have,a supporting role in the Watergate scandal,,,low,semantic_search,none,,have,
Rupert Murdoch has control of Disney.,Rupert Murdoch,have,control of Disney,,,low,semantic_search,none,,have,
Nuuk is outside of Greenland.,Nuuk,be,,,,low,semantic_search,none,,be,
Terry Crews played in a sports league.,sports league,played_in,Terry Crews,Terry Crews,P161,medium,kg_retrieve,rule,,,
Ann Richards wasn't a politician.,Ann Richards,be,politician,politician,P106,high,kg_exact_match,rule,,,
Henry II of France has three sons.,Henry II,have,three sons,,,low,semantic_search,none,,have,
Paris (Paris Hilton album) incorporates elements of pop.,Paris,incorporate,elements of pop,,,low,semantic_search,none,,incorporate,
Sheryl Lee appeared in a film in 2016.,Sheryl Lee,appeared_in,,,,low,semantic_search,none,,appear in date,
