claim,label,matched
Both hosts of Weekly Idol were born in 1983.,REFUTES,['idol']
Barry Van Dyke is an American actor from California.,NOT ENOUGH INFO,['barry van dyke']
Valencia is in America.,REFUTES,['valencia']
Emma Watson is an actress.,SUPPORTS,['emma watson']
Matthias Corvinus patronized art and science during the European Renaissance.,SUPPORTS,['matthias corvinus']
Ashton Kutcher was not co-stars with Cameron Diaz.,REFUTES,['ashton kutcher']
"Jeong Hyeong-don is from Seoul, South Korea.",NOT ENOUGH INFO,['jeong hyeong-don']
Anne Rice lived in Tokyo.,NOT ENOUGH INFO,['anne rice']
Smriti Mandhana cried for the Indian women's cricket team.,NOT ENOUGH INFO,['smriti mandhana']
Tom DeLonge formed Blink-182 in the 1990s.,SUPPORTS,['tom delonge']
Trevor Griffiths was born in an outer city area.,REFUTES,['trevor griffiths']
Bhagat Singh was a socialist revolutionary leader.,NOT ENOUGH INFO,['bhagat singh']
WGBH-TV is a commercial educational PBS member television station.,NOT ENOUGH INFO,"['wgbh-tv', 'pbs']"
Billie Joe Armstrong is an activist.,NOT ENOUGH INFO,['billie joe armstrong']
Bad Romance was successful around the 60s.,REFUTES,['bad romance']
"Otto I, Holy Roman Emperor ended the Bulgarian invasions.",NOT ENOUGH INFO,['otto i']
Caroline Kennedy is a lawyer.,NOT ENOUGH INFO,['caroline kennedy']
"Matthias Corvinus, King of Hungary, established a royal theater troupe between 1458 and 1490.",SUPPORTS,['matthias corvinus']
Yale University's alumni includes five billionaires.,SUPPORTS,"['yale university', ""yale university's""]"
"In 1992, Tom DeLonge formed Blink-182.",SUPPORTS,['tom delonge']
"In 1986, Miranda Otto began her acting career.",SUPPORTS,['miranda otto']
Tinker Tailor Soldier Spy stars Toby Jones and Tom Cruise.,NOT ENOUGH INFO,['tom cruise']
Tom Baker has directed television series.,NOT ENOUGH INFO,['tom baker']
Moonlight's filming began in 2015.,SUPPORTS,['moonlight']
Aaron Burr dueled a Secretary of the Treasury.,NOT ENOUGH INFO,['aaron burr']
"Brazzers is a company based in Montreal, Canada.",SUPPORTS,['brazzers']
"Diana, Princess of Wales died of old age in Paris on August 31st, 1997.",REFUTES,['wales']
Pakistan contains a portion of the Hindu Kush.,NOT ENOUGH INFO,['kush']
Chaka Khan is an artist that only makes pop music.,REFUTES,['chaka khan']
Aaron Burr's final year of vice presidency was 1804.,REFUTES,"[""aaron burr's"", 'aaron burr']"
Poldark does not air on the BBC.,REFUTES,['bbc']
"Taylor Lautner had zero roles in ""What's New, Scooby-Doo?"".",REFUTES,['taylor lautner']
Viola Davis has played supporting and minor roles in radio and theater.,NOT ENOUGH INFO,['viola davis']
Osamu Tezuka only has a father.,REFUTES,['osamu tezuka']
"Edmund H. North was born in New York on March 12, 1911.",NOT ENOUGH INFO,['edmund h. north']
Wales was always an industrial nation.,REFUTES,['wales']
NRG Recording Studios is a shrub.,REFUTES,['nrg recording studios']
Victoria Palace Theatre is in the East End.,REFUTES,['victoria palace theatre']
Christian Gottlob Neefe was conceived in 1748.,NOT ENOUGH INFO,['christian gottlob neefe']
International students come to the University of Mississippi for 4 years.,NOT ENOUGH INFO,['the university of mississippi']
New Orleans Pelicans compete the southwest Division of the NBA's Western Conference and have been since 2002.,REFUTES,['nba']
David Packouz is a Texan.,NOT ENOUGH INFO,['david packouz']
Mick Thomson was born in Iowa.,SUPPORTS,['mick thomson']
Jens Stoltenberg served as Prime Minister of Westeros.,NOT ENOUGH INFO,['jens stoltenberg']
January 7 was the date Saturn Corporation was established.,SUPPORTS,['saturn corporation']
Creedence Clearwater Revival had Stu Cook on bass for the song Fortunate Son.,NOT ENOUGH INFO,['creedence clearwater revival']
David Spade starred in Black Sheep and gained acclaim.,NOT ENOUGH INFO,['david spade']
Keith Urban was released by a United States-based record label in 1999.,SUPPORTS,['keith urban']
One of the most influential bands of its time is Pearl Jam.,SUPPORTS,['pearl jam']
James Earl Jones is known for his voice acting.,SUPPORTS,['james earl jones']
Damon Albarn's debut album was released in 2010.,REFUTES,['damon albarn']
Marillyn Hewson is currently the President of Lockheed Martin.,SUPPORTS,['lockheed']
Murda Beatz is a vegan.,NOT ENOUGH INFO,['murda beatz']
Andrew Kevin Walker is Irish.,REFUTES,['andrew kevin walker']
Mary-Kate Olsen and Ashley Olsen are from the United States.,NOT ENOUGH INFO,"['mary-kate olsen', 'ashley olsen']"
David Spade starred in something.,SUPPORTS,['david spade']
Gal Gadot was ranked behind Esti Ginzburgh for highest earning actress/models in Israel.,REFUTES,['gal gadot']
One opera composer was Christian Gottlob Neefe.,NOT ENOUGH INFO,['christian gottlob neefe']
Shawn Carlson is American.,SUPPORTS,['shawn carlson']
Liverpool is a place.,SUPPORTS,['liverpool']
Trevor Griffiths is a writer.,SUPPORTS,['trevor griffiths']
Stadium Arcadium satirized John Frusciante.,NOT ENOUGH INFO,['john frusciante']
Drake Bell put out A Reminder.,SUPPORTS,"['drake', 'drake bell']"
Game of Thrones (season 7) involves Tom Cruise.,NOT ENOUGH INFO,"['tom cruise', 'thrones']"
San Diego Comic-Con was not founded in 1970.,REFUTES,['san diego comic-con']
Duff McKagan was born on a plane.,NOT ENOUGH INFO,['duff mckagan']
Michaela Watkins is a Catholic.,NOT ENOUGH INFO,['michaela watkins']
Marjorie Gross wrote for the New York Times.,NOT ENOUGH INFO,"['times', 'marjorie gross']"
Tilda Swinton acts.,SUPPORTS,['tilda swinton']
Alexandra Daddario was born in the seventies.,REFUTES,['alexandra daddario']
Bradley Fuller partnered with Andrew Form.,SUPPORTS,['bradley fuller']
Gal Gadot was ranked behind Shlomit Malka for highest earning actress/models in Israel.,REFUTES,['gal gadot']
Chris Kyle was a sniper.,SUPPORTS,['chris kyle']
Eva Mendes is a doctor.,NOT ENOUGH INFO,['eva mendes']
Anushka Sharma won an Emmy Award.,NOT ENOUGH INFO,['anushka sharma']
Yara Shahidi is a dancer.,NOT ENOUGH INFO,['yara shahidi']
David Spade starred in Sunless.,NOT ENOUGH INFO,['david spade']
Alexandra Daddario acts.,SUPPORTS,['alexandra daddario']
Cher was liberated by Geffen Records.,REFUTES,['cher']
Sheryl Lee appeared in an American romantic comedy-drama work.,NOT ENOUGH INFO,['sheryl lee']
The White House Press Secretary is a Kremlin official.,REFUTES,['the white house']
Terry Crews only played on the Boston Red Sox.,REFUTES,['terry crews']
Ludwig van Beethoven was not a musician.,REFUTES,['ludwig van beethoven']
Tom DeLonge formed Blink-182.,SUPPORTS,['tom delonge']
Lebanon is the place in which John Dolmayan was born.,SUPPORTS,['john dolmayan']
David Packouz is a Gemini.,NOT ENOUGH INFO,['david packouz']
"Alice Cooper's full name is Vincent Damon Furnier, which was given to him at birth.",NOT ENOUGH INFO,['alice cooper']
Aarhus is found on the east coast of the Jutland peninsula.,SUPPORTS,['aarhus']
The Adventures of Pluto Nash was produced by Ron Underwood.,REFUTES,['ron underwood']
Manmohan Singh was the first follower of Sikhism in Florida.,NOT ENOUGH INFO,['manmohan singh']
The Gifted was based on Marvel Comics' X-Men properties.,SUPPORTS,['marvel comics']
Brian Michael Bendis has worked in television.,NOT ENOUGH INFO,['brian michael bendis']
Fred Armisen is a standup comedian.,NOT ENOUGH INFO,['fred armisen']
Stanley Williams lost his life in 2005.,SUPPORTS,['stanley williams']
Ashley Cole plays for the Los Angeles Galaxy.,SUPPORTS,['ashley cole']
Blade Runner 2049 continues the story from a previous movie.,SUPPORTS,['blade runner']
The Armenian Genocide took place in the Ottoman Empire and the Republic of Turkey and is studied by historians.,NOT ENOUGH INFO,['the armenian genocide']
"Noah Cyrus is the youngest daughter of Billy Ray Cyrus, born on November 3rd, 2004.",REFUTES,['noah cyrus']
Brian Michael Bendis has worked on board games.,NOT ENOUGH INFO,['brian michael bendis']
Stanley Williams was executed in 2005.,SUPPORTS,['stanley williams']
Liverpool is independent of Lancashire.,SUPPORTS,['liverpool']
The current Chief Executive Officer of Lockheed Martin was born in May.,REFUTES,['lockheed']
Janet Leigh was a singer.,SUPPORTS,['janet leigh']
Gal Gadot was ranked ahead of Esti Ginzburgh for highest earning CEOs in Israel.,NOT ENOUGH INFO,['gal gadot']
PacSun sells outdoor clothing.,NOT ENOUGH INFO,['pacsun']
Billie Joe Armstrong was born on the 18th.,REFUTES,['billie joe armstrong']
Don Hall is a Gemini.,NOT ENOUGH INFO,['don hall']
Terry Crews was only a quarterback.,REFUTES,['terry crews']
Don Hall is a songwriter.,NOT ENOUGH INFO,['don hall']
Thomas Jefferson founded the University of Virginia.,SUPPORTS,['thomas jefferson']
Roar (song) is a Katy Perry song from her debut album.,REFUTES,['katy perry']
Eric Church only sings gospel music.,REFUTES,['eric church']
Tom Baker has narrated commercials.,SUPPORTS,['tom baker']
The highest point of the Hindu Kush is Tirich Mir in Khyber Pakhtunkhwa.,SUPPORTS,['kush']
Margaret Thatcher implemented windows that have come to be known as Thatcherism.,REFUTES,['margaret thatcher']
"Diana, Princess of Wales got married on August 28, 1996.",REFUTES,['wales']
WGBH-TV is located in the capital of Vermont.,NOT ENOUGH INFO,['wgbh-tv']
David Packouz was born in 1982.,SUPPORTS,['david packouz']
Don Hall is a painter.,NOT ENOUGH INFO,['don hall']
Weekly Idol has a host born in North Korea.,NOT ENOUGH INFO,['idol']
Christian Gottlob Neefe disintegrated in 1798.,NOT ENOUGH INFO,['christian gottlob neefe']
Britt Robertson was not in the television series Girlboss.,REFUTES,['britt robertson']
Robert Palmer (writer) has produced blues recordings for ten years.,NOT ENOUGH INFO,['robert palmer']
Wales' technology rapidly advanced.,NOT ENOUGH INFO,['wales']
Ian Brennan only works in mining.,REFUTES,['ian brennan']
Princess Mononoke is a Ghibli film from 2015.,REFUTES,['mononoke']
Mickey Rourke appeared in a 2003 film written by Sylvester Stallone.,NOT ENOUGH INFO,['mickey rourke']
Manmohan Singh was the third Sikh in office.,REFUTES,['manmohan singh']
Tijuana is the center of the Mexico City metropolitan area.,REFUTES,['tijuana']
David Packouz was formerly a large-scale arms dealer.,SUPPORTS,['david packouz']
Bradley Fuller partnered with J. J. Abrams.,NOT ENOUGH INFO,['bradley fuller']
Janet Leigh was from New York.,NOT ENOUGH INFO,['janet leigh']
Danger UXB is only a play.,REFUTES,['uxb']
Tottenham Hotspur F.C. won a UEFA club competition in 1985.,NOT ENOUGH INFO,['uefa']
Murda Beatz is only a jazz record producer.,REFUTES,['murda beatz']
Duane Chapman has a full name.,SUPPORTS,['duane chapman']
"On December 29, 1986, Harold Macmillan died.",SUPPORTS,['harold macmillan']
Charles Manson is an American.,SUPPORTS,['charles manson']
Omar Khadr has always been free.,REFUTES,['omar khadr']
Michaela Watkins full name is Michaela Ruth Watkins.,REFUTES,['michaela watkins']
Despicable Me 2 was animated by Pixar.,NOT ENOUGH INFO,['pixar']
David Packouz was born in 1981.,REFUTES,['david packouz']
Terry Crews played professional football in 1992.,NOT ENOUGH INFO,['terry crews']
Marcus Bentley is a farmer.,NOT ENOUGH INFO,['marcus bentley']
Sebastian Stan only appears in Canadian miniseries.,NOT ENOUGH INFO,['sebastian stan']
Danger UXB has an all-female cast.,REFUTES,['uxb']
Weekly Idol has a host who is a rapper.,SUPPORTS,['idol']
The United Nations Charter was drafted in 1946.,REFUTES,['the united nations']
Princess Mononoke only has a light tone.,NOT ENOUGH INFO,['mononoke']
Tottenham Hotspur F.C. won a UEFA club competition in Ireland.,NOT ENOUGH INFO,['uefa']
Tim Roth is a director.,SUPPORTS,['tim roth']
Noah Cyrus was born in 1992.,REFUTES,['noah cyrus']
Jenna Jameson worked as a dancer.,NOT ENOUGH INFO,['jenna jameson']
Viola Davis has played a soccer player in films and television series.,NOT ENOUGH INFO,['viola davis']
Nuuk is the largest social center of Greenland.,NOT ENOUGH INFO,['nuuk']
Jeong Hyeong-don has worked under an entertainment company.,SUPPORTS,['jeong hyeong-don']
Kelly Preston starred in The Cat in the Hat.,SUPPORTS,['kelly preston']
I Kissed a Girl is part of Katy Perry's second studio EP.,NOT ENOUGH INFO,['katy perry']
Finding Dory was directed by someone who is based at Pixar and it is a film.,NOT ENOUGH INFO,['pixar']
Dave Gibbons is an English letterer for Marvel Comics.,NOT ENOUGH INFO,"['dave gibbons', 'marvel comics']"
Villa Park hosted the 90th FA Community Shield in 2012.,SUPPORTS,['villa park']
Miranda Otto is the sister of Gracie Otto.,SUPPORTS,['miranda otto']
Andrew Kevin Walker is a screenwriter.,SUPPORTS,['andrew kevin walker']
Fred Armisen is a screenwriter for television series.,NOT ENOUGH INFO,['fred armisen']
"Villa Park hosted a tennis match on August 12, 2012.",REFUTES,['villa park']
The Hindu Kush is a mountain range between India and Pakistan.,NOT ENOUGH INFO,['kush']
Red Holt died before Steve Wozniak was born.,REFUTES,['steve wozniak']
"Kellyanne Conway did not reference the ""Bowling Green massacre"" which never occurred.",REFUTES,['kellyanne conway']
Yara Shahidi is a fashion model.,NOT ENOUGH INFO,['yara shahidi']
Connie Nielsen acts on TV.,SUPPORTS,['connie nielsen']
Stephen Colbert hosts talk shows.,SUPPORTS,['stephen colbert']
Edmund H. North was a Gemini.,NOT ENOUGH INFO,['edmund h. north']
Brian Michael Bendis has worked on video games.,SUPPORTS,['brian michael bendis']
Mickey Rourke appeared in a film written by a French noble.,NOT ENOUGH INFO,['mickey rourke']
Leonard Nimoy is a narrator.,SUPPORTS,['leonard nimoy']
Baz Luhrmann's film Australia stars an Australian actress and film director.,NOT ENOUGH INFO,['baz luhrmann']
Jenna Jameson started acting in 1993.,NOT ENOUGH INFO,['jenna jameson']
Henry II of France is not a husband.,NOT ENOUGH INFO,['henry ii']
Henry II of France does not have three sons.,REFUTES,['henry ii']
Chaka Khan stopped releasing studio albums after making four of them.,NOT ENOUGH INFO,['chaka khan']
Yale University's alumni includes ten U.S. Presidents.,REFUTES,"['yale university', ""yale university's""]"
Michael Vick's dog's name is Paws.,NOT ENOUGH INFO,['michael vick']
Joe Wicks is played by Paul Nicholls.,SUPPORTS,['paul nicholls']
Awkward Black Girl was made by Issa Rae.,SUPPORTS,"['issa rae', 'awkward black girl']"
Tim McGraw had a supporting role in The Blind Side.,SUPPORTS,['tim mcgraw']
Joe Rogan was an award-winning actor.,NOT ENOUGH INFO,['joe rogan']
James VI and I was a monarch of England.,SUPPORTS,['james vi']
"Emma Watson is a French-British actress, model, and activist.",SUPPORTS,['emma watson']
The State of Palestine lays claim to a region on the eastern coast of the Mediterranean Sea.,SUPPORTS,['the state of palestine']
Video games is something that Brian Michael Bendis has worked on.,NOT ENOUGH INFO,['brian michael bendis']
Meteora is by Linkin Park.,SUPPORTS,['linkin park']
Lou Gehrig was voted the greatest first baseman of all time by the Baseball Writers' Association.,SUPPORTS,['lou gehrig']
The Hanford Site hosts a research center.,NOT ENOUGH INFO,['hanford site']
Saturn Corporation is a registered voter.,REFUTES,['saturn corporation']
David Spade starred in Grown Ups 2 and gained acclaim.,NOT ENOUGH INFO,['david spade']
Aleister Crowley was European.,SUPPORTS,['aleister crowley']
Al Jardine cannot sing.,REFUTES,['al jardine']
The United Nations Charter was destroyed in 1945.,REFUTES,['the united nations']
Yale University has had many Chinese alumni.,NOT ENOUGH INFO,['yale university']
Baz Luhrmann's film Australia stars Hugh Jackman.,SUPPORTS,['baz luhrmann']
Anushka Sharma never won a Filmfare Award.,REFUTES,['anushka sharma']
Mickey Rourke appeared in a 2011 film.,SUPPORTS,['mickey rourke']
The undergraduate college of Harvard University became coeducational after its merger with Radcliffe College.,SUPPORTS,['harvard university']
José Ferrer won a Tony Award.,SUPPORTS,['josé ferrer']
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world in 1999.,NOT ENOUGH INFO,['oscar de la hoya']
Stanley Williams was a police officer in California.,NOT ENOUGH INFO,['stanley williams']
Margaret Thatcher was a spokesperson for Doritos.,NOT ENOUGH INFO,['margaret thatcher']
Kendall Jenner is unfamous.,REFUTES,['kendall jenner']
Noah Cyrus is the youngest daughter of Garth Brooks.,NOT ENOUGH INFO,['noah cyrus']
