claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object,nli_premise,evidence_source,sem_top_triple,sem_top_score,sem_evidence,has_evidence,nli_premise_verbalized,nli_entailment,nli_contradiction,nli_neutral,nli_verdict,nli_confidence,label,gold_label,pred_label
Moonlight was filmed in a shack.,Moonlight,film,,,,low,semantic_search,none,,film in a shack be,,moonlight developer novell,semantic_fallback,moonlight --[DEVELOPER]--> novell,0.5302,moonlight developer novell,True,moonlight developer novell,0.0042,0.0879,0.9079,NOT_ENOUGH_INFO,0.9079,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
José Ferrer played a character.,José Ferrer,played_in,a character,,,low,semantic_search,none,,play,,josé ferrer occupation stage actor,semantic_fallback,josé ferrer --[OCCUPATION]--> stage actor,0.8414,josé ferrer occupation stage actor | josé ferrer occupation theatrical director | josé ferrer occupation screenwriter,True,josé ferrer is a stage actor.,0.8955,0.0136,0.0909,SUPPORTS,0.8955,SUPPORTS,SUPPORTS,SUPPORTS
Harvard University is a residential school.,Harvard University,be,a residential school,,,low,semantic_search,none,,be a residential school,,harvard university country united states,semantic_fallback,harvard university --[COUNTRY]--> united states,0.7595,harvard university country united states | harvard university industry higher education | harvard university headquarters cambridge,True,harvard university is from united states.,0.0002,0.0018,0.9981,NOT_ENOUGH_INFO,0.9981,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Henry VIII (TV serial) stars a film and television actor.,Henry VIII,stars_in,a film and television actor,,,low,semantic_search,none,,star,,henry viii occupation monarch,semantic_fallback,henry viii --[OCCUPATION]--> monarch,0.5772,henry viii occupation monarch | henry viii date of birth 1491-07-07 | henry viii occupation composer,True,henry viii is a monarch.,0.0006,0.9837,0.0156,REFUTES,0.9837,SUPPORTS,SUPPORTS,REFUTES
Aaron Burr killed a President of the United States.,Aaron Burr,kill,a President of the United States,,,low,semantic_search,none,,kill,,aaron burr date of death 1836-09-14,semantic_fallback,aaron burr --[DATE_OF_DEATH]--> 1836-09-14,0.738,aaron burr date of death 1836-09-14 | aaron burr occupation politician | aaron burr position held vice president of the united states,True,aaron burr died on 1836-09-14.,0.0001,0.9419,0.058,REFUTES,0.9419,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Victoria Palace Theatre is outside of Victoria Street.,Victoria Palace Theatre,be,,,,low,semantic_search,none,,be,,victoria palace theatre country united kingdom,semantic_fallback,victoria palace theatre --[COUNTRY]--> united kingdom,0.761,victoria palace theatre country united kingdom,True,victoria palace theatre is from united kingdom.,0.0012,0.0048,0.994,NOT_ENOUGH_INFO,0.994,REFUTES,REFUTES,NOT_ENOUGH_INFO
Wales transformed into an industrial nation from an agricultural society.,Wales,transform,,,,low,semantic_search,none,,transform into an industrial nation from an agricultural society,,wales country united kingdom,semantic_fallback,wales --[COUNTRY]--> united kingdom,0.5762,wales country united kingdom | wales inception date 0500-01-01,True,wales is from united kingdom.,0.0042,0.0505,0.9453,NOT_ENOUGH_INFO,0.9453,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The Chrysler Building is shorter than the Empire State Building by 10 meters.,Chrysler Building,be,shorter than the Empire State Building,,,low,semantic_search,none,,be shorter than the empire state building by 10 meters,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Ripon College has existed.,Ripon College,exist,,,,low,semantic_search,none,,exist,,ripon college industry higher education,semantic_fallback,ripon college --[INDUSTRY]--> higher education,0.8278,ripon college industry higher education | ripon college country united states | ripon college inception date 1851-01-01,True,ripon college operates in the higher education.,0.9935,0.0006,0.0059,SUPPORTS,0.9935,SUPPORTS,SUPPORTS,SUPPORTS
Ripon College has existed since at least the Big Bang.,Ripon College,exist,,,,low,semantic_search,none,,exist since place,,ripon college industry higher education,semantic_fallback,ripon college --[INDUSTRY]--> higher education,0.7391,ripon college industry higher education | ripon college inception date 1851-01-01 | ripon college country united states,True,ripon college operates in the higher education.,0.0044,0.0254,0.9703,NOT_ENOUGH_INFO,0.9703,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
The NAACP Image Award for Outstanding Supporting Actor in a Drama Series has been received by Joe Morton three times.,NAACP Image Award for,received,,,,low,semantic_search,none,,receive be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Bongwater was based on a book by an award-winning writer.,Bongwater,base,,,,low,semantic_search,none,,base on a book by an award-winning writer be,,bongwater inception date 1985-01-01,semantic_fallback,bongwater --[INCEPTION_DATE]--> 1985-01-01,0.5405,bongwater inception date 1985-01-01 | bongwater country of origin united states | bongwater record label shimmy disc,True,bongwater was founded on 1985-01-01.,0.0001,0.0004,0.9995,NOT_ENOUGH_INFO,0.9995,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
The World Trade Center is still standing today.,World Trade Center,stand,,,,low,semantic_search,none,,stand,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Tom Baker has narrated a type of digital entertainment.,Tom Baker,narrate,a type of digital entertainment,,,low,semantic_search,none,,narrate,,tom baker occupation television actor,semantic_fallback,tom baker --[OCCUPATION]--> television actor,0.7157,tom baker occupation television actor | tom baker occupation screenwriter | tom baker occupation comedian,True,tom baker is a television actor.,0.8461,0.0074,0.1464,SUPPORTS,0.8461,SUPPORTS,SUPPORTS,SUPPORTS
"Bea Arthur's date of birth was May 13th, 1922.",Bea Arthur's,be,"May 13th, 1922",,,low,semantic_search,none,,"be may 13th, 1922",,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
"Matthias Corvinus, King of Hungary, established a royal library between 1458 and 1480.",Matthias Corvinus,founded_by,a royal library,,,low,semantic_search,none,,establish between 1458 and 1480,,matthias corvinus position held apostolic king of hungary,semantic_fallback,matthias corvinus --[POSITION_HELD]--> apostolic king of hungary,0.6846,matthias corvinus position held apostolic king of hungary | matthias corvinus position held king of bohemia | matthias corvinus occupation monarch,True,matthias corvinus has held the position of apostolic king of hungary.,0.0023,0.001,0.9967,NOT_ENOUGH_INFO,0.9967,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
In the 1990s and early 2000s Viola Davis appeared in both film and television.,Viola Davis,appeared_in,,,,low,semantic_search,none,,appear in both film and television,,viola davis occupation television actor,semantic_fallback,viola davis --[OCCUPATION]--> television actor,0.8015,viola davis occupation television actor | viola davis occupation film actor | viola davis occupation actor,True,viola davis is a television actor.,0.0007,0.0004,0.9989,NOT_ENOUGH_INFO,0.9989,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Aarhus is the second-largest city in flag.,Aarhus,be,the second-largest city in flag,,,low,semantic_search,none,,be the second-largest city in flag,,aarhus country denmark,semantic_fallback,aarhus --[COUNTRY]--> denmark,0.6981,aarhus country denmark | aarhus award received european capital of culture | aarhus inception date 0800-01-01,True,aarhus is from denmark.,0.0004,0.0004,0.9992,NOT_ENOUGH_INFO,0.9992,REFUTES,REFUTES,NOT_ENOUGH_INFO
Marjorie Gross wrote for TV.,Marjorie Gross,written_by,,,,low,semantic_search,none,,write for tv,,marjorie gross occupation writer,semantic_fallback,marjorie gross --[OCCUPATION]--> writer,0.8722,marjorie gross occupation writer | marjorie gross occupation television producer | marjorie gross occupation screenwriter,True,marjorie gross is a writer.,0.0006,0.0013,0.9981,NOT_ENOUGH_INFO,0.9981,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Soyuz was taken out of service in 1991.,Soyuz,take,,,,low,semantic_search,none,,take out in date be,,soyuz inception date 1988-01-01,semantic_fallback,soyuz --[INCEPTION_DATE]--> 1988-01-01,0.6081,soyuz inception date 1988-01-01 | soyuz country russia | soyuz headquarters moscow,True,soyuz was founded on 1988-01-01.,0.0001,0.0027,0.9972,NOT_ENOUGH_INFO,0.9972,REFUTES,REFUTES,NOT_ENOUGH_INFO
Baz Luhrmann directed a 2008 Australian-American-British painting.,Baz Luhrmann,directed_by,a 2008 Australian-American-British painting,,,low,semantic_search,none,,direct,,baz luhrmann occupation screenwriter,semantic_fallback,baz luhrmann --[OCCUPATION]--> screenwriter,0.7231,baz luhrmann occupation screenwriter | baz luhrmann occupation film director | baz luhrmann occupation film producer,True,baz luhrmann is a screenwriter.,0.0001,0.9992,0.0008,REFUTES,0.9992,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
The horse was not domesticated on a broad scale by 3000 BC.,horse,domesticate,,,,low,semantic_search,none,,domesticate on a broad scale be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Danger UXB is on a commercial film network in the United Kingdom.,UXB,be,,,,low,semantic_search,none,,be on a commercial film network in the united kingdom,,uxb country united kingdom,semantic_fallback,uxb --[COUNTRY]--> united kingdom,0.5213,uxb country united kingdom,True,uxb is from united kingdom.,0.0005,0.0004,0.9991,NOT_ENOUGH_INFO,0.9991,REFUTES,REFUTES,NOT_ENOUGH_INFO
Tata Motors is disqualified to be listed on the (BSE) Bombay Stock Exchange.,Tata Motors,disqualify,,,,low,semantic_search,none,,disqualify list,,tata motors country india,semantic_fallback,tata motors --[COUNTRY]--> india,0.6129,tata motors country india | tata motors founded by j. r. d. tata | tata motors inception date 1945-01-01,True,tata motors is from india.,0.0001,0.9955,0.0044,REFUTES,0.9955,REFUTES,REFUTES,REFUTES
XHamster fails to produce an online TV series.,XHamster,fail,,,,low,semantic_search,none,,fail produce,,xhamster industry pornography industry,semantic_fallback,xhamster --[INDUSTRY]--> pornography industry,0.4534,xhamster industry pornography industry | xhamster inception date 2007-01-01,True,xhamster operates in the pornography industry.,0.0,0.9934,0.0066,REFUTES,0.9934,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Bradley Fuller is an American filmmaker.,Bradley Fuller,be,an American filmmaker,,,low,semantic_search,none,,be an american filmmaker,,bradley fuller date of birth 1995-10-13,semantic_fallback,bradley fuller --[DATE_OF_BIRTH]--> 1995-10-13,0.7087,bradley fuller date of birth 1995-10-13 | bradley fuller occupation beach volleyball player,True,bradley fuller was born on 1995-10-13.,0.0003,0.0026,0.9971,NOT_ENOUGH_INFO,0.9971,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Knowledge over ignorance is signified spiritually through Diwali.,Knowledge,signify,,,,low,semantic_search,none,,signify through place,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The Barrow Gang is a criminal organization that Ralph Fults was associated with.,Barrow Gang,be,a criminal organization that Ralph Fults was associated with,,,low,semantic_search,none,,be a criminal organization that ralph fults was associated with,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Kellyanne Conway publicly endorsed Melania Trump.,Kellyanne Conway,endorse,Melania Trump,,,low,semantic_search,none,,endorse,,kellyanne conway occupation politician,semantic_fallback,kellyanne conway --[OCCUPATION]--> politician,0.6991,kellyanne conway occupation politician | kellyanne conway occupation political scientist | kellyanne conway occupation political adviser,True,kellyanne conway is a politician.,0.0011,0.001,0.9978,NOT_ENOUGH_INFO,0.9978,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Joe Rogan moved to Los Angeles in May of 1994.,Joe Rogan,move,,,,low,semantic_search,none,,move to place in date,,joe rogan date of birth 1967-08-11,semantic_fallback,joe rogan --[DATE_OF_BIRTH]--> 1967-08-11,0.6803,joe rogan date of birth 1967-08-11 | joe rogan place of birth newark | joe rogan occupation actor,True,joe rogan was born on 1967-08-11.,0.0001,0.025,0.9749,NOT_ENOUGH_INFO,0.9749,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
James VI and I went to Ulster.,I,james vi,,,,low,semantic_search,none,,james vi go,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
"Otto I, Holy Roman Emperor was defeated by the Magyars.",Otto I,defeat,,,,low,semantic_search,none,,defeat be,,otto i occupation aristocrat,semantic_fallback,otto i --[OCCUPATION]--> aristocrat,0.5063,otto i occupation aristocrat | otto i place of birth http://www.wikidata.org/.well-known/genid/f90a08d035c354a79b97458ba4f883fc | otto i date of death 1234-05-14,True,otto i is an aristocrat.,0.0,0.9974,0.0026,REFUTES,0.9974,REFUTES,REFUTES,REFUTES
Island Records was founded by Peter Jackson only.,Island Records,founded_by,,,,low,semantic_search,none,,found be,,island records founded by leslie kong,semantic_fallback,island records --[FOUNDED_BY]--> leslie kong,0.6104,island records founded by leslie kong | island records founded by chris blackwell | island records headquarters london,True,island records was founded by leslie kong.,0.0,0.9999,0.0001,REFUTES,0.9999,REFUTES,REFUTES,REFUTES
Nestor Carbonell rejected all offers to star in any television show.,Nestor Carbonell,reject,all offers to star in any television show,,,low,semantic_search,none,,reject,,nestor carbonell award received primetime emmy award for outstanding guest actor in a drama series,semantic_fallback,nestor carbonell --[AWARD_RECEIVED]--> primetime emmy award for outstanding guest actor in a drama series,0.4856,nestor carbonell award received primetime emmy award for outstanding guest actor in a drama series | nestor carbonell occupation television director | nestor carbonell occupation screenwriter,True,nestor carbonell has received the primetime emmy award for outstanding guest actor in a drama series award.,0.0,0.9998,0.0002,REFUTES,0.9998,REFUTES,REFUTES,REFUTES
Christa McAuliffe attended Concord High School.,Christa McAuliffe,attend,Concord High School,,,low,semantic_search,none,,attend,,christa mcauliffe occupation teacher,semantic_fallback,christa mcauliffe --[OCCUPATION]--> teacher,0.7243,christa mcauliffe occupation teacher | christa mcauliffe date of birth 1948-09-02 | christa mcauliffe occupation astronaut,True,christa mcauliffe is a teacher.,0.0003,0.001,0.9986,NOT_ENOUGH_INFO,0.9986,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Birthday Song (2 Chainz song) was banned by Mike Dean.,Birthday Song,ban,,,,low,semantic_search,none,,ban be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Rick Yune was on a plane that cancelled on December 12.,Rick Yune,be,,,,low,semantic_search,none,,be on a plane that cancelled on december 12,,rick yune date of birth 1971-08-22,semantic_fallback,rick yune --[DATE_OF_BIRTH]--> 1971-08-22,0.64,rick yune date of birth 1971-08-22 | rick yune occupation television actor | rick yune occupation actor,True,rick yune was born on 1971-08-22.,0.0,0.9994,0.0005,REFUTES,0.9994,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
"The Prowler was destroyed by Stan Lee, John Buscema, and Jim Mooney.",Prowler,destroy,,,,low,semantic_search,none,,destroy be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
John Deighton experienced swelling in his legs.,John Deighton,experience,swelling in his legs,,,low,semantic_search,none,,experience swell,,john deighton date of birth 1791-01-01,semantic_fallback,john deighton --[DATE_OF_BIRTH]--> 1791-01-01,0.525,john deighton date of birth 1791-01-01 | john deighton date of death 1854-01-01,True,john deighton was born on 1791-01-01.,0.0001,0.0018,0.9981,NOT_ENOUGH_INFO,0.9981,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
There is a Spanish-language television network called Telemundo.,,be,telemundo,telemundo,P39,medium,semantic_search,rule,,,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Linkin Park's fourth single was In the End.,Linkin Park,be,,,,low,semantic_search,none,,be in the end,,linkin park genre pop music,semantic_fallback,linkin park --[GENRE]--> pop music,0.6976,linkin park genre pop music | linkin park genre hip-hop | linkin park genre electropop,True,linkin park is associated with the genre pop music.,0.0001,0.0003,0.9996,NOT_ENOUGH_INFO,0.9996,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
The first inauguration of Bill Clinton was on the West Front of the White House lawn.,inauguration,be,,,,low,semantic_search,none,,be on place,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Tatum O'Neal played professional tennis with John McEnroe.,Tatum O'Neal,played_in,professional tennis,,,low,semantic_search,none,,play with person,,tatum o'neal occupation actor,semantic_fallback,tatum o'neal --[OCCUPATION]--> actor,0.624,tatum o'neal occupation actor | tatum o'neal occupation television actor | tatum o'neal occupation film actor,True,tatum o'neal is an actor.,0.0,0.9994,0.0006,REFUTES,0.9994,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
